accession	genome_lineage	hedgehog_set_hash	hedgehog_precision	id	pct
EPI_ISL_13523450	BA.4	A	A_9	22-123206|EPI_ISL_13523450|Sweden|BA.4|2022-05-24	96.2220950200343
EPI_ISL_13525098	BA.5.2	A	A_3	HDF-IPP40102|EPI_ISL_13525098|France|BA.5.2|2022-06-13	99.6947147490937
EPI_ISL_13525359	BA.4.1	A	A_3	CA-CDC-LC0710178|EPI_ISL_13525359|USA|BA.4.1|2022-06-07	99.6947147490937
EPI_ISL_13533318	BA.2.12.1	BA.2.12.1	BA.2.12.1	CO-CDPHE-2103286772|EPI_ISL_13533318|USA|BA.2.12.1|2022-05-24	80.881511161992
EPI_ISL_13533432	Unassigned	BA.2.12.1	BA.2.12.1	CO-CDPHE-2103270796|EPI_ISL_13533432|USA|Unassigned|2022-05-18	48.8838008013738
EPI_ISL_13533770	BA.4.1	A	A_3	CO-CDPHE-2103354854|EPI_ISL_13533770|USA|BA.4.1|2022-06-09	99.6947147490937
EPI_ISL_13534482	BA.5.1	BA.5.1.5	BA.5.1.5	DCGC-538797|EPI_ISL_13534482|Denmark|BA.5.1|2022-06-24	94.9246327036825
EPI_ISL_13535119	BA.4.1	A	A_3	DCGC-539443|EPI_ISL_13535119|Denmark|BA.4.1|2022-06-25	99.6947147490937
EPI_ISL_13536587	BA.2.38	BA.2.12	BA.2.12	WB-INSACOG-1931503186602|EPI_ISL_13536587|India|BA.2.38|2022-06-06	90.1354703300897
EPI_ISL_13537072	BA.2.76	BA.2.76	BA.2.76	WB-INSACOG-1931503195501|EPI_ISL_13537072|India|BA.2.76|2022-06-16	99.7901163900019
EPI_ISL_13538464	BA.2	BA.2	BA.2_1	QEUH-3E6A656|EPI_ISL_13538464|United Kingdom|BA.2|2022-06-15	97.6340393054761
EPI_ISL_13542110	BA.5.5	BA.5.5	BA.5.5_1	NM-CDC-LC0716892|EPI_ISL_13542110|USA|BA.5.5|2022-06-13	99.6947147490937
EPI_ISL_13542132	BA.4.1	A	A_3	IL-CDC-LC0717576|EPI_ISL_13542132|USA|BA.4.1|2022-06-13	99.6947147490937
EPI_ISL_13542712	BA.2.12.1	BA.2.12.1	BA.2.12.1	NIC-INSPI-93903|EPI_ISL_13542712|Ecuador|BA.2.12.1|2022-06-07	99.8091967181836
EPI_ISL_13542903	BA.5.6	A	A_3	NY-CDC-LC0712611|EPI_ISL_13542903|USA|BA.5.6|2022-06-14	98.874260637283
EPI_ISL_13543175	BA.2.9	A	A_17	NC-CDC-LC0714511|EPI_ISL_13543175|USA|BA.2.9|2022-06-14	99.8091967181836
EPI_ISL_13544601	BA.5.5	BA.5.5	BA.5.5_1	CA-CDC-LC0691321|EPI_ISL_13544601|USA|BA.5.5|2022-05-26	99.6947147490937
EPI_ISL_13545265	BA.2.12.1	BA.2.12.1	BA.2.12.1	CA-CDC-LC0691235|EPI_ISL_13545265|USA|BA.2.12.1|2022-05-28	99.8091967181836
EPI_ISL_13548210	BA.5.2.1	A	A_3	WA-CDC-LC0696530|EPI_ISL_13548210|USA|BA.5.2.1|2022-06-04	99.6947147490937
EPI_ISL_13549409	BA.2	A	A_14	RI-CDC-LC0694437|EPI_ISL_13549409|USA|BA.2|2022-06-07	99.8091967181836
EPI_ISL_13549659	BA.2.12.1	BA.2.12.1	BA.2.12.1	NC-CDC-LC0695047|EPI_ISL_13549659|USA|BA.2.12.1|2022-06-08	99.8091967181836
EPI_ISL_13550075	BA.2.12.1	BA.2.12.1	BA.2.12.1	OH-CDC-QDX37597055|EPI_ISL_13550075|USA|BA.2.12.1|2022-05-31	99.8091967181836
EPI_ISL_13550242	BA.2	BA.2	BA.2_1	MI-CDC-QDX37597133|EPI_ISL_13550242|USA|BA.2|2022-05-31	99.8091967181836
EPI_ISL_13552005	BA.2.12.1	BA.2.12.1	BA.2.12.1	FL-CDC-LC0702531|EPI_ISL_13552005|USA|BA.2.12.1|2022-06-06	99.8091967181836
EPI_ISL_13552989	BA.2.9	A	A_17	NC-CDC-LC0698137|EPI_ISL_13552989|USA|BA.2.9|2022-06-07	99.8091967181836
EPI_ISL_13553482	BA.5.2	A	A_3	NJ-CDC-LC0701248|EPI_ISL_13553482|USA|BA.5.2|2022-06-08	99.6947147490937
EPI_ISL_13553827	BA.2.9	BA.2	BA.2_1	NJ-CDC-LC0698655|EPI_ISL_13553827|USA|BA.2.9|2022-06-08	99.8091967181836
EPI_ISL_13555771	BA.4	A	A_9	NC-CDC-LC0700105|EPI_ISL_13555771|USA|BA.4|2022-06-10	99.6947147490937
EPI_ISL_13556612	BA.2.12.1	BA.2.12.1	BA.2.12.1	VA-CDC-QDX37595328|EPI_ISL_13556612|USA|BA.2.12.1|2022-05-31	99.8091967181836
EPI_ISL_13556960	BA.2.12.1	BA.2.12.1	BA.2.12.1	NJ-CDC-QDX37595684|EPI_ISL_13556960|USA|BA.2.12.1|2022-06-01	99.8091967181836
EPI_ISL_13558456	BA.2.12.1	BA.2.12.1	BA.2.12.1	WA-CDC-LC0706793|EPI_ISL_13558456|USA|BA.2.12.1|2022-06-08	99.8091967181836
EPI_ISL_13559442	BA.2.12.1	BA.2.12.1	BA.2.12.1	WA-CDC-UW22061382894|EPI_ISL_13559442|USA|BA.2.12.1|2022-06-13	99.8091967181836
EPI_ISL_13565685	BA.2.12.1	BA.2.12.1	BA.2.12.1	IC-11761|EPI_ISL_13565685|Japan|BA.2.12.1|2022-05-30	99.8091967181836
EPI_ISL_13566832	BA.5.2.1	A	A_3	LSPA-3E7F050|EPI_ISL_13566832|United Kingdom|BA.5.2.1|2022-06-22	99.6947147490937
EPI_ISL_13568083	BA.2	A	A_9	SH-RKI-I-876090|EPI_ISL_13568083|Germany|BA.2|2022-06-23	94.1232589200534
EPI_ISL_13568437	BA.5.1	A	A_9	SH-RKI-I-876647|EPI_ISL_13568437|Germany|BA.5.1|2022-06-25	94.0850982636901
EPI_ISL_13569523	BA.4.1.1	A	A_3	NI-RKI-I-878240|EPI_ISL_13569523|Germany|BA.4.1.1|2022-06-23	99.6947147490937
EPI_ISL_13573194	BA.5.1	A	A_3	DCGC-539928|EPI_ISL_13573194|Denmark|BA.5.1|2022-06-26	97.3859950391147
EPI_ISL_13573568	BA.5.1	A	A_3	DCGC-540302|EPI_ISL_13573568|Denmark|BA.5.1|2022-06-25	99.6947147490937
EPI_ISL_13574095	BA.4.1	A	A_3	PE-FIOCRUZ-IAM10053|EPI_ISL_13574095|Brazil|BA.4.1|2022-05-27	95.4016409082236
EPI_ISL_13574724	BA.2.38	B.1.1.519	B.1.1.519	MP-AIIMS_B-ICMR-INSACOG-WGS-936|EPI_ISL_13574724|India|BA.2.38|2022	77.0845258538447
EPI_ISL_13574854	BA.5.1	A	A_3	D-NVRL-S22IRL00356857|EPI_ISL_13574854|Ireland|BA.5.1|2022-06-14	99.675634420912
EPI_ISL_13575500	BA.5	A	A_3	YUC_IBT_IMSS_7951|EPI_ISL_13575500|Mexico|BA.5|2022-06-13	99.5993131081855
EPI_ISL_13575849	BA.2.3	A	A_14	RIMD09816|EPI_ISL_13575849|Japan|BA.2.3|2022-04-06	99.8091967181836
EPI_ISL_13575962	BA.4	A	A_3	JK-GSILab-1077350|EPI_ISL_13575962|Indonesia|BA.4|2022-06-12	99.6947147490937
EPI_ISL_13576273	BA.2.3	A	A_14	RIMD09554|EPI_ISL_13576273|Japan|BA.2.3|2022-03-28	99.8091967181836
EPI_ISL_13576414	BA.2.3.13	BA.2	BA.2_1	RIMD09597|EPI_ISL_13576414|Japan|BA.2.3.13|2022-03-25	99.9809196718184
EPI_ISL_13576641	BA.4	A	A_9	SP-IB_160008|EPI_ISL_13576641|Brazil|BA.4|2022-06-15	99.6947147490937
EPI_ISL_13576964	BA.5.1	A	A_3	NH-AUMC-022926|EPI_ISL_13576964|Netherlands|BA.5.1|2022-06-13	99.6947147490937
EPI_ISL_13577514	BA.2	BA.2	BA.2_1	RIMD09967|EPI_ISL_13577514|Japan|BA.2|2022-03-28	99.8091967181836
EPI_ISL_13577601	BA.2.38	P.1	P.1_2	RJ-SMS-ICMR-INSACOG-TS-13980|EPI_ISL_13577601|India|BA.2.38|2022-05-04	95.8214081282198
EPI_ISL_13577850	BA.5.3.3	A	A_3	NH-AUMC-022979|EPI_ISL_13577850|Netherlands|BA.5.3.3|2022-06-19	99.6947147490937
EPI_ISL_13580863	BA.4	A	A_3	KY-Enfer-250622008_D8|EPI_ISL_13580863|Ireland|BA.4|2022-06-25	99.6947147490937
EPI_ISL_13581792	BE.1	A	A_3	TX-CDC-STM-ADS3655UR|EPI_ISL_13581792|USA|BE.1|2022-06-18	99.6947147490937
EPI_ISL_13581854	BA.2.12.1	BA.2.12.1	BA.2.12.1	AL-CDC-STM-H9HVZA879|EPI_ISL_13581854|USA|BA.2.12.1|2022-06-19	99.8091967181836
EPI_ISL_13581919	BA.5	A	A_3	AL-CDC-STM-BM4W5XXKF|EPI_ISL_13581919|USA|BA.5|2022-06-19	99.6947147490937
EPI_ISL_13582952	BA.5.1.1	A	A_3	IL-CDC-LC0721042|EPI_ISL_13582952|USA|BA.5.1.1|2022-06-13	99.6947147490937
EPI_ISL_13583863	BA.5.2.1	A	A_3	CA-CDC-LC0721400|EPI_ISL_13583863|USA|BA.5.2.1|2022-06-15	99.6947147490937
EPI_ISL_13584433	BA.5.1	A	A_3	CA-CDC-LC0722601|EPI_ISL_13584433|USA|BA.5.1|2022-06-16	99.6947147490937
EPI_ISL_13586869	BA.2.12.1	BA.2.12.1	BA.2.12.1	CA-HLX-STM-QXSD4MPWQ|EPI_ISL_13586869|USA|BA.2.12.1|2022-06-09	99.8091967181836
EPI_ISL_13588996	BA.2.56	BA.2.56	BA.2.56	RJ-LACENRJ-330962925|EPI_ISL_13588996|Brazil|BA.2.56|2022	98.0728868536539
EPI_ISL_13589503	BA.2.12.1	BA.2.12.1	BA.2.12.1	WI-MHDL-2022060517|EPI_ISL_13589503|USA|BA.2.12.1|2022-05-05	90.5170768937226
EPI_ISL_13591252	BA.2.12.1	BA.2.12.1	BA.2.12.1	TX-CDC-QDX37978352|EPI_ISL_13591252|USA|BA.2.12.1|2022-06-10	99.8091967181836
EPI_ISL_13592042	BA.2.12.1	BA.2.12.1	BA.2.12.1	NY-CDC-QDX38006936|EPI_ISL_13592042|USA|BA.2.12.1|2022-06-12	99.8091967181836
EPI_ISL_13592564	BA.2.12.1	BA.2.12.1	BA.2.12.1	CA-CDC-QDX38045905|EPI_ISL_13592564|USA|BA.2.12.1|2022-06-14	99.8091967181836
EPI_ISL_13597817	BA.1.1	BA.1.1	BA.1.1_2	MN-Mayo-13825|EPI_ISL_13597817|USA|BA.1.1|2021-12-28	99.6374737645487
EPI_ISL_13605524	BA.2.31	BA.2	BA.2_1	ICH-741234412|EPI_ISL_13605524|Israel|BA.2.31|2022-06-21	95.1917572982255
EPI_ISL_13606896	BA.2.12.1	BA.2.12.1	BA.2.12.1	IA-SHL-2121207|EPI_ISL_13606896|USA|BA.2.12.1|2022-06-20	90.5170768937226
EPI_ISL_13607130	BA.2.12.1	BA.2.12.1	BA.2.12.1	CO-CDPHE-2103341385|EPI_ISL_13607130|USA|BA.2.12.1|2022-06-07	99.8091967181836
EPI_ISL_13607489	BA.2	BA.2	BA.2_2	CO-CDPHE-2103340911|EPI_ISL_13607489|USA|BA.2|2022-06-05	94.0660179355085
EPI_ISL_13607660	BA.2.12.1	BA.2.12.1	BA.2.12.1	CO-CDPHE-2103358810|EPI_ISL_13607660|USA|BA.2.12.1|2022-06-13	80.881511161992
EPI_ISL_13609222	BA.5.1	A	A_3	GRO-INMEGEN-77-5|EPI_ISL_13609222|Mexico|BA.5.1|2022-06-15	96.8708261782103
EPI_ISL_13609424	BA.2.12.1	BA.2.12.1	BA.2.12.1	CMX-INMEGEN-77-216|EPI_ISL_13609424|Mexico|BA.2.12.1|2022-06-23	98.9315016218279
EPI_ISL_13609427	BA.5.1	A	A_3	CMX-INMEGEN-77-219|EPI_ISL_13609427|Mexico|BA.5.1|2022-06-23	99.6947147490937
EPI_ISL_13611697	BA.5.1	A	A_3	KE-NVRL-S22IRL00356104|EPI_ISL_13611697|Ireland|BA.5.1|2022-06-13	99.675634420912
EPI_ISL_13611892	BA.2.3.1	BA.2.3.1	BA.2.3.1	TKYnat1462|EPI_ISL_13611892|Japan|BA.2.3.1|2022-05-20	99.8091967181836
EPI_ISL_13612932	BA.2	BA.4.1	BA.4.1_1	WA4725|EPI_ISL_13612932|Australia|BA.2|2022-06-17	88.0175539019271
EPI_ISL_13613073	BA.2.64	BA.2.61	BA.2.61	WA4866|EPI_ISL_13613073|Australia|BA.2.64|2022-06-23	92.8257966037016
EPI_ISL_13614185	BA.5.1	DE.1	DE.1	ARA-GENBIO-14291801655|EPI_ISL_13614185|France|BA.5.1|2022-06-29	99.6947147490937
EPI_ISL_13615257	BA.2	A	A_17	SIC-CQRC-3422036815|EPI_ISL_13615257|Italy|BA.2|2022-06-10	99.8091967181836
EPI_ISL_13616088	BA.4	A	A_3	PHEC-YYFWFJ5|EPI_ISL_13616088|United Kingdom|BA.4|2022-06-20	99.675634420912
EPI_ISL_13616304	BA.2.3	BA.2	BA.2_1	PHEC-YYFWUPF|EPI_ISL_13616304|United Kingdom|BA.2.3|2022-06-21	99.8091967181836
EPI_ISL_13616521	BF.1	A	A_3	PHEP-YYFDJOM|EPI_ISL_13616521|United Kingdom|BF.1|2022-06-17	93.9133753100553
EPI_ISL_13622410	BA.4.1	A	A_3	NY-PRL-220624_01L02|EPI_ISL_13622410|USA|BA.4.1|2022-06-21	99.6947147490937
EPI_ISL_13622522	BA.4	BA.4.4	BA.4.4	NY-PRL-220624_02E06|EPI_ISL_13622522|USA|BA.4|2022-06-21	99.6947147490937
EPI_ISL_13622539	BA.2.12.1	BA.2.12.1	BA.2.12.1	NY-PRL-220624_02F03|EPI_ISL_13622539|USA|BA.2.12.1|2022-06-21	99.8091967181836
EPI_ISL_13623357	BA.5.5	BA.5.5	BA.5.5_1	ON-PHL-22-25617|EPI_ISL_13623357|Canada|BA.5.5|2022-06-20	99.6947147490937
EPI_ISL_13623420	BA.2.12.1	BA.2.12.1	BA.2.12.1	ON-PHL-22-25683|EPI_ISL_13623420|Canada|BA.2.12.1|2022-06-20	99.8091967181836
EPI_ISL_13623857	BA.5.1	A	A_3	ON-PHL-22-26136|EPI_ISL_13623857|Canada|BA.5.1|2022-06-18	99.6947147490937
EPI_ISL_13623917	BA.2.12.1	BA.2.12.1	BA.2.12.1	ON-PHL-22-26198|EPI_ISL_13623917|Canada|BA.2.12.1|2022-06-23	99.8091967181836
EPI_ISL_13625084	BA.5.1.1	A	A_3	TX-HMH-MCoV-102680|EPI_ISL_13625084|USA|BA.5.1.1|2022-06-23	99.6947147490937
EPI_ISL_13625139	BA.2.12.1	BA.2.12.1	BA.2.12.1	TX-HMH-MCoV-102575|EPI_ISL_13625139|USA|BA.2.12.1|2022-06-23	99.7901163900019
EPI_ISL_13625937	BA.2.9	BA.2	BA.2_1	01_SE100_22CS104416|EPI_ISL_13625937|Sweden|BA.2.9|2022-06-16	99.7901163900019
EPI_ISL_13626286	BA.2	BA.2	BA.2_1	7630|EPI_ISL_13626286|Singapore|BA.2|2022-06-28	99.8091967181836
EPI_ISL_13627208	BA.2	BA.2	BA.2_1	742505|EPI_ISL_13627208|Latvia|BA.2|2022-04-08	91.1085670673536
EPI_ISL_13627347	BA.1.17	BA.1	BA.1_4	22068390NO|EPI_ISL_13627347|Latvia|BA.1.17|2022-02-04	99.6374737645487
EPI_ISL_13628457	BA.2	BA.2	BA.2_1	22082684NO|EPI_ISL_13628457|Latvia|BA.2|2022-02-11	98.5117344018317
EPI_ISL_13629099	BA.2	BA.2	BA.2_1	22101217NO|EPI_ISL_13629099|Latvia|BA.2|2022-02-21	98.4735737454684
EPI_ISL_13629986	BA.1	BA.1	BA.1_4	2201078585|EPI_ISL_13629986|Latvia|BA.1|2022-01-21	99.6374737645487
EPI_ISL_13633178	BA.1.13	BA.1.15	BA.1.15	03_SE600_000200294990N2|EPI_ISL_13633178|Sweden|BA.1.13|2022-01-06	85.9759587864911
EPI_ISL_13634451	BA.5.2.1	A	A_3	LSPA-3E95BEA|EPI_ISL_13634451|United Kingdom|BA.5.2.1|2022-06-28	99.6947147490937
EPI_ISL_13640005	BA.5.1	A	A_9	HSGM-GS5083|EPI_ISL_13640005|Turkey|BA.5.1|2022-06-16	98.549895058195
EPI_ISL_13640973	BA.5.2	A	A_3	NV-CDC-LC0725478|EPI_ISL_13640973|USA|BA.5.2|2022-06-14	99.6947147490937
EPI_ISL_13641642	BA.2.12.1	BA.2.12.1	BA.2.12.1	CA-CDC-QDX38046165|EPI_ISL_13641642|USA|BA.2.12.1|2022-06-11	99.8091967181836
EPI_ISL_13646692	BA.2.12.1	BA.2.12.1	BA.2.12.1	CA-CDC-LC0729157|EPI_ISL_13646692|USA|BA.2.12.1|2022-06-23	99.8091967181836
EPI_ISL_13647453	BA.2.12.1	BA.2.12.1	BA.2.12.1	OH-CDC-QDX38155956|EPI_ISL_13647453|USA|BA.2.12.1|2022-06-18	99.8091967181836
EPI_ISL_13648979	BA.2.3	A	A_14	HH-hpi-p13092|EPI_ISL_13648979|Germany|BA.2.3|2022-02	99.3512688418241
EPI_ISL_13652621	BA.2	BA.2	BA.2_1	TKYnat1977|EPI_ISL_13652621|Japan|BA.2|2022-06-02	99.8091967181836
EPI_ISL_13653125	BA.2	BA.2	BA.2_1	RN-LACENRN-240807503|EPI_ISL_13653125|Brazil|BA.2|2022-05-25	99.8091967181836
EPI_ISL_13653632	BA.4.1	BA.4.1	BA.4.1_1	RJ-FIOCRUZ-14796|EPI_ISL_13653632|Brazil|BA.4.1|2022-06-15	99.6947147490937
EPI_ISL_13654237	BA.2.12.1	BA.2.12.1	BA.2.12.1	NJ-CDC-2-6048466|EPI_ISL_13654237|USA|BA.2.12.1|2022-05-17	99.8091967181836
EPI_ISL_13655805	BA.5.1	A	A_3	LSPA-3EA2B71|EPI_ISL_13655805|United Kingdom|BA.5.1|2022-06-29	99.6947147490937
EPI_ISL_13656114	BA.5.1.3	BA.5.1.3	BA.5.1.3	LSPA-3EA6339|EPI_ISL_13656114|United Kingdom|BA.5.1.3|2022-06-30	99.6947147490937
EPI_ISL_13656520	BA.4	A	A_3	LSPA-3EA6F71|EPI_ISL_13656520|United Kingdom|BA.4|2022-06-29	99.6947147490937
EPI_ISL_13657182	BA.5.2	A	A_3	BA-SANGLAHUNUD-C.17.0063|EPI_ISL_13657182|Indonesia|BA.5.2|2022-06-21	99.6947147490937
EPI_ISL_13657278	BA.2.76	BA.2.76	BA.2.76	TN-CDFD-J-857|EPI_ISL_13657278|India|BA.2.76|2022-06-07	86.9299751955734
EPI_ISL_13659921	BA.2	A	A_3	DL-ILBS-WGS5530|EPI_ISL_13659921|India|BA.2|2022-06-17	95.2108376264072
EPI_ISL_13662149	BA.2	BA.2	BA.2_1	GES-HMN-22062140063|EPI_ISL_13662149|France|BA.2|2022-06-07	99.8091967181836
EPI_ISL_13665743	BA.2.12.1	BA.2.12.1	BA.2.12.1	TX-HHD-2206298311|EPI_ISL_13665743|USA|BA.2.12.1|2022-06-21	95.1917572982255
EPI_ISL_13665777	BA.4.4	A	A_9	TX-HHD-2206299431|EPI_ISL_13665777|USA|BA.4.4|2022-06-22	95.058195000954
EPI_ISL_13666028	BA.2.12.1	BA.2.12.1	BA.2.12.1	CT-Yale-20927|EPI_ISL_13666028|USA|BA.2.12.1|2022-06-20	99.8091967181836
EPI_ISL_13666626	BA.5.1	A	A_3	LNS3640343|EPI_ISL_13666626|Luxembourg|BA.5.1|2022-06-13	99.6947147490937
EPI_ISL_13667218	BA.5.1	A	A_3	LNS1610235|EPI_ISL_13667218|Luxembourg|BA.5.1|2022-06-21	99.6947147490937
EPI_ISL_13673152	BA.2.12.1	BA.2.12.1	BA.2.12.1	IA-SHL-2124614|EPI_ISL_13673152|USA|BA.2.12.1|2022-06-27	90.5170768937226
EPI_ISL_13677260	BA.1.1	BA.1.1	BA.1.1_2	MN-Mayo23392|EPI_ISL_13677260|USA|BA.1.1|2022-02-01	99.6374737645487
EPI_ISL_13686603	BA.2.12.1	BA.2.12.1	BA.2.12.1	NY-UB-KSL-05407|EPI_ISL_13686603|USA|BA.2.12.1|2022-04-30	95.1726769700439
EPI_ISL_13690852	BA.2.12.1	BA.2.12.1	BA.2.12.1	CA-LACPHL-AF11695|EPI_ISL_13690852|USA|BA.2.12.1|2022-06-02	90.5170768937226
EPI_ISL_13690914	BA.5.2.1	A	A_3	CA-LACPHL-AF11799|EPI_ISL_13690914|USA|BA.5.2.1|2022-06-10	90.4025949246327
EPI_ISL_13691472	BA.5.1	A	A_3	CO-CDPHE-2103388172|EPI_ISL_13691472|USA|BA.5.1|2022-06-20	99.6947147490937
EPI_ISL_13693425	BA.5.1	A	A_3	LSPA-3EA6BB9|EPI_ISL_13693425|United Kingdom|BA.5.1|2022-06-30	99.6947147490937
EPI_ISL_13694267	BF.1	A	A_3	EDB64270|EPI_ISL_13694267|United Kingdom|BF.1|2022-06-12	93.9706162946003
EPI_ISL_13694323	BA.5.1	A	A_9	PHEC-YYFIPUH|EPI_ISL_13694323|United Kingdom|BA.5.1|2022-06-23	99.6947147490937
EPI_ISL_13695715	BA.2.9	BA.2	BA.2_1	DCGC-543019|EPI_ISL_13695715|Denmark|BA.2.9|2022-07-01	99.7901163900019
EPI_ISL_13696918	BA.2.38	BA.2.38	BA.2.38	GJ-INSACOG-GBRC7099|EPI_ISL_13696918|India|BA.2.38|2022-05-19	99.8091967181836
EPI_ISL_13697604	BA.5.2.1	A	A_3	Ahus-3916|EPI_ISL_13697604|Norway|BA.5.2.1|2022-06-20	99.6947147490937
EPI_ISL_13698696	BA.5	A	A_9	NICD-R07190|EPI_ISL_13698696|South Africa|BA.5|2022-06-10	91.1467277237169
EPI_ISL_13699105	BA.2.12.1	BA.2.12.1	BA.2.12.1	NC-ECU-CORVASEQ-113915771|EPI_ISL_13699105|USA|BA.2.12.1|2022-06-17	99.7901163900019
EPI_ISL_13700860	BA.5.1	A	A_9	ZH-UZH-IMV-467d0823|EPI_ISL_13700860|Switzerland|BA.5.1|2022-06-16	99.6947147490937
EPI_ISL_13701860	BA.4.6	BA.4.6	BA.4.6_1	CA-HLX-STM-CZ3Y3MYP7|EPI_ISL_13701860|USA|BA.4.6|2022-06-20	97.4623163518413
EPI_ISL_13702858	BA.2.12.1	BA.1.15	BA.1.15	CA-HLX-STM-A8HDFQVZK|EPI_ISL_13702858|USA|BA.2.12.1|2022-06-22	96.241175348216
EPI_ISL_13703820	BA.2.36	BA.2	BA.2_2	PUE_InDRE_FB15339_E21917174328_S13782|EPI_ISL_13703820|Mexico|BA.2.36|2022-06-14	99.8091967181836
EPI_ISL_13704075	BA.2.12.1	BA.2.12.1	BA.2.12.1	NM-NMDOH-2022076539|EPI_ISL_13704075|USA|BA.2.12.1|2022-05-07	99.8091967181836
EPI_ISL_13704776	BA.5.6	A	A_3	CA-CDC-QDX38153454|EPI_ISL_13704776|USA|BA.5.6|2022-06-16	99.6947147490937
EPI_ISL_13706282	BA.4.1	A	A_3	WA-CDC-LC0736031|EPI_ISL_13706282|USA|BA.4.1|2022-06-21	99.6947147490937
EPI_ISL_13706515	BA.2.12.1	BA.2.12.1	BA.2.12.1	WA-CDC-LC0736102|EPI_ISL_13706515|USA|BA.2.12.1|2022-06-21	99.8091967181836
EPI_ISL_13710186	BA.4.6	BA.4.6	BA.4.6_1	VIC65119|EPI_ISL_13710186|Australia|BA.4.6|2022-06-30	99.6947147490937
EPI_ISL_13711724	BA.4	A	A_3	LSPA-3EAEC54|EPI_ISL_13711724|United Kingdom|BA.4|2022-07-02	99.6947147490937
EPI_ISL_13712419	BA.2	A	A_14	QEUH-3EAB237|EPI_ISL_13712419|United Kingdom|BA.2|2022-06-29	99.8091967181836
EPI_ISL_13712479	BA.2.9	BA.2	BA.2_1	QEUH-3D1AE8B|EPI_ISL_13712479|United Kingdom|BA.2.9|2022-04-03	99.8091967181836
EPI_ISL_13712511	BA.2.9	BA.2	BA.2_1	QEUH-3D1B97A|EPI_ISL_13712511|United Kingdom|BA.2.9|2022-04-03	94.4094638427781
EPI_ISL_13712800	BA.2	A	A_14	QEUH-3D20839|EPI_ISL_13712800|United Kingdom|BA.2|2022-04-04	99.8091967181836
EPI_ISL_13714963	BA.5.2.1	BF.6	BF.6	PHEC-YYFI1HF|EPI_ISL_13714963|United Kingdom|BA.5.2.1|2022-06-21	99.675634420912
EPI_ISL_13715729	BA.2.12.1	BA.2.12.1	BA.2.12.1	PHEC-YYFSU9H|EPI_ISL_13715729|United Kingdom|BA.2.12.1|2022-06-20	99.7901163900019
EPI_ISL_13717329	BA.2.37	A	A_14	PR-CVL-003053|EPI_ISL_13717329|Puerto Rico|BA.2.37|2022-05-06	90.3453539400878
EPI_ISL_13717918	BA.1.1	BA.1.1	BA.1.1_2	NLA_barcode61-15-MN908947_3|EPI_ISL_13717918|Kazakhstan|BA.1.1|2022-01-13	82.4842587292501
EPI_ISL_13719665	BA.2.3	A	A_14	NAMRU3_G793|EPI_ISL_13719665|Djibouti|BA.2.3|2022-04-27	99.8091967181836
EPI_ISL_13720764	BA.4.1	A	A_3	PA-CDC-LC0738549|EPI_ISL_13720764|USA|BA.4.1|2022-06-22	98.874260637283
EPI_ISL_13720844	BA.2.12.1	BA.2.12.1	BA.2.12.1	KY-CDC-LC0739047|EPI_ISL_13720844|USA|BA.2.12.1|2022-06-22	99.8091967181836
EPI_ISL_13721586	BA.2.3.7	A	A_14	NSW-ICPMR-28746|EPI_ISL_13721586|Australia|BA.2.3.7|2022-06-28	78.9734783438275
EPI_ISL_13722642	BA.5.6	A	A_3	CA-CDC-LC0740115|EPI_ISL_13722642|USA|BA.5.6|2022-06-25	99.6947147490937
EPI_ISL_13724228	BA.5.5	BA.2.12.1	BA.2.12.1	CO-CDPHE-2103417347|EPI_ISL_13724228|USA|BA.5.5|2022-06-18	93.5317687464224
EPI_ISL_13724611	BA.2.9	A	A_17	TA-65983|EPI_ISL_13724611|Chile|BA.2.9|2022-05-25	99.7710360618203
EPI_ISL_13726029	BA.2.12.1	BA.2.12.1	BA.2.12.1	AN-70923|EPI_ISL_13726029|Chile|BA.2.12.1|2022-06-04	99.7710360618203
EPI_ISL_13726064	BA.4.1	BA.4.1	BA.4.1_1	LI-70564|EPI_ISL_13726064|Chile|BA.4.1|2022-06-05	99.6565540927304
EPI_ISL_13726684	BA.2.12.1	BA.2.12.1	BA.2.12.1	CA-SC-271264|EPI_ISL_13726684|USA|BA.2.12.1|2022-06-20	94.7529097500477
EPI_ISL_13727004	BA.5.1	A	A_3	HSGM-GS5684|EPI_ISL_13727004|Turkey|BA.5.1|2022-06-28	99.6947147490937
EPI_ISL_13727244	BA.2.12.1	BA.2.12.1	BA.2.12.1	LL-72855|EPI_ISL_13727244|Chile|BA.2.12.1|2022-06-07	99.7710360618203
EPI_ISL_13729630	BA.5.3.1	A	A_3	ICH-741236163|EPI_ISL_13729630|Israel|BA.5.3.1|2022-06-27	99.6947147490937
EPI_ISL_13730620	BF.5	A	A_25	ICH-741241804|EPI_ISL_13730620|Israel|BF.5|2022-07-03	95.6687655027666
EPI_ISL_13732353	BF.5	A	A_25	ICH-741240586|EPI_ISL_13732353|Israel|BF.5|2022-07-01	99.6947147490937
EPI_ISL_13733115	BA.4	BA.4.4	BA.4.4	LSPA-3EB514C|EPI_ISL_13733115|United Kingdom|BA.4|2022-07-02	99.6947147490937
EPI_ISL_13733434	BA.5.1	A	A_9	LSPA-3EB8FD6|EPI_ISL_13733434|United Kingdom|BA.5.1|2022-07-04	99.6947147490937
